Year Published,Unit Code,Unit Name,Item,Item Description,2012-2013,2011-2012,2010-2011,2009-2010,2008-2009,2007-2008,2006-2007,2005-2006,2004-2005,2003-2004,2011 Target,2013 Target
FY2013,1B1-KP-KP0-697,Engineering Honors,2050,    Acad Salary Budget ,,,,,,,,,,,,
FY2013,1B1-KP-KP0-697,Engineering Honors,2060,    Asst Salary Budget ,,,,,,,,,,,,
FY2013,1B1-KP-KP0-697,Engineering Honors,2070,    Non-Ac Salaries Budget ,,,,,,,,,,,,
FY2013,1B1-KP-KP0-697,Engineering Honors,2080,    Wage Budget ,,,,,,,,,,,,
FY2013,1B1-KP-KP0-697,Engineering Honors,2090,    Summer Wages Budget ,,,,,,,,,,,,
FY2013,1B1-KP-KP0-697,Engineering Honors,2100,    Expense & Equip Bdgt ,,,,,,,,,,,,
FY2013,1B1-KP-KP0-697,Engineering Honors,2530,  State/Tuition Exp   (000) ,,,,,,,,,0,,,
FY2013,1B1-KP-KP0-697,Engineering Honors,2533,    State/TuitExp - NACUBO ,,,,,,,,,,,,
FY2013,1B1-KP-KP0-697,Engineering Honors,2534,      Instruction     (000) ,,,,,,,,,,,,
FY2013,1B1-KP-KP0-697,Engineering Honors,2535,      Research        (000) ,,,,,,,,,,,,
FY2013,1B1-KP-KP0-697,Engineering Honors,2536,      Public Service  (000) ,,,,,,,,,,,,
FY2013,1B1-KP-KP0-697,Engineering Honors,2537,      Academic Support(000) ,,,,,,,,,,,,
FY2013,1B1-KP-KP0-697,Engineering Honors,2538,      Student Svcs    (000) ,,,,,,,,,,,,
FY2013,1B1-KP-KP0-697,Engineering Honors,2539,      Institutl Supprt(000) ,,,,,,,,,,,,
FY2013,1B1-KP-KP0-697,Engineering Honors,2540,      O&M of Plant    (000) ,,,,,,,,,,,,
FY2013,1B1-KP-KP0-697,Engineering Honors,2541,      Schol&Fellwshps (000) ,,,,,,,,,,,,
FY2013,1B1-KP-KP0-697,Engineering Honors,2542,      Other NACUBOs   (000) ,,,,,,,,,,,,
FY2013,1B1-KP-KP0-697,Engineering Honors,2550,  Institutional Exp   (000) ,,,,,,,,,0,,,
FY2013,1B1-KP-KP0-697,Engineering Honors,2553,    ICR Direct Exp    (000) ,,,,,,,,,,,,
FY2013,1B1-KP-KP0-697,Engineering Honors,2554,    Royalty/Patent Exp(000) ,,,,,,,,,,,,
FY2013,1B1-KP-KP0-697,Engineering Honors,2555,    Educ/Admn Allw Exp(000) ,,,,,,,,,,,,
FY2013,1B1-KP-KP0-697,Engineering Honors,2570,  Grants & Contr Exp  (000) ,,,,,,,,,0,,,
FY2013,1B1-KP-KP0-697,Engineering Honors,2573,    G&C Federal Exp   (000) ,,,,,,,,,0,,,
FY2013,1B1-KP-KP0-697,Engineering Honors,2574,    G&C Illinois Exp  (000) ,,,,,,,,,0,,,
FY2013,1B1-KP-KP0-697,Engineering Honors,2575,    G&C Pvt & Othr Exp(000) ,,,,,,,,,0,,,
FY2013,1B1-KP-KP0-697,Engineering Honors,2590,  Gifts & Endwmnt Exp (000) ,,,,,,,,,0,,,
FY2013,1B1-KP-KP0-697,Engineering Honors,2594,    Gifts Exp         (000) ,,,,,,,,,0,,,
FY2013,1B1-KP-KP0-697,Engineering Honors,2596,    Endowment Exp     (000) ,,,,,,,,,0,,,
FY2013,1B1-KP-KP0-697,Engineering Honors,2610,  SelfS/FWS/LandGr Exp(000) ,,,,,,,,,0,,,
FY2013,1B1-KP-KP0-697,Engineering Honors,2614,    Self-Supportng Exp(000) ,,,,,,,,,0,,,
FY2013,1B1-KP-KP0-697,Engineering Honors,2616,    Fed Work Study Exp(000) ,,,,,,,,,0,,,
FY2013,1B1-KP-KP0-697,Engineering Honors,2617,    Land Grant App Exp(000) ,,,,,,,,,0,,,
FY2013,1B1-KP-KP0-727,Information Trust Institute,2000,Orig State/Tuition Bdgt(000) ,34,45,25,27,75,46,,,,,,
FY2013,1B1-KP-KP0-727,Information Trust Institute,2015,  St Budget - Constant $000 ,15,20,11,12,35,22,,,,,,
FY2013,1B1-KP-KP0-727,Information Trust Institute,2050,    Acad Salary Budget ,34,45,25,27,75,46,,,,,,
FY2013,1B1-KP-KP0-727,Information Trust Institute,2060,    Asst Salary Budget ,0,0,0,0,0,0,,,,,,
FY2013,1B1-KP-KP0-727,Information Trust Institute,2070,    Non-Ac Salaries Budget ,0,0,0,0,0,0,,,,,,
FY2013,1B1-KP-KP0-727,Information Trust Institute,2080,    Wage Budget ,0,0,0,0,0,0,,,,,,
FY2013,1B1-KP-KP0-727,Information Trust Institute,2090,    Summer Wages Budget ,0,0,0,0,0,0,,,,,,
FY2013,1B1-KP-KP0-727,Information Trust Institute,2100,    Expense & Equip Bdgt ,0,0,0,0,0,0,,,,,,
FY2013,1B1-KP-KP0-727,Information Trust Institute,2530,  State/Tuition Exp   (000) ,,492,475,499,530,446,291,,,,,
FY2013,1B1-KP-KP0-727,Information Trust Institute,2533,    State/TuitExp - NACUBO ,,,,,,,,,,,,
FY2013,1B1-KP-KP0-727,Information Trust Institute,2534,      Instruction     (000) ,,0,0,0,0,0,0,,,,,
FY2013,1B1-KP-KP0-727,Information Trust Institute,2535,      Research        (000) ,,0,0,0,0,0,0,,,,,
FY2013,1B1-KP-KP0-727,Information Trust Institute,2536,      Public Service  (000) ,,0,0,0,0,0,0,,,,,
FY2013,1B1-KP-KP0-727,Information Trust Institute,2537,      Academic Support(000) ,,492,475,499,530,446,291,,,,,
FY2013,1B1-KP-KP0-727,Information Trust Institute,2538,      Student Svcs    (000) ,,0,0,0,0,0,0,,,,,
FY2013,1B1-KP-KP0-727,Information Trust Institute,2539,      Institutl Supprt(000) ,,0,0,0,0,0,0,,,,,
FY2013,1B1-KP-KP0-727,Information Trust Institute,2540,      O&M of Plant    (000) ,,0,0,0,0,0,0,,,,,
FY2013,1B1-KP-KP0-727,Information Trust Institute,2541,      Schol&Fellwshps (000) ,,0,0,0,0,0,0,,,,,
FY2013,1B1-KP-KP0-727,Information Trust Institute,2542,      Other NACUBOs   (000) ,,0,0,0,0,0,0,,,,,
FY2013,1B1-KP-KP0-727,Information Trust Institute,2550,  Institutional Exp   (000) ,,207,416,139,98,161,66,,,,,
FY2013,1B1-KP-KP0-727,Information Trust Institute,2553,    ICR Direct Exp    (000) ,,207,416,139,98,161,66,,,,,
FY2013,1B1-KP-KP0-727,Information Trust Institute,2554,    Royalty/Patent Exp(000) ,,0,0,0,0,0,0,,,,,
FY2013,1B1-KP-KP0-727,Information Trust Institute,2555,    Educ/Admn Allw Exp(000) ,,0,0,0,0,0,0,,,,,
FY2013,1B1-KP-KP0-727,Information Trust Institute,2570,  Grants & Contr Exp  (000) ,,10346,6781,3958,3417,3505,2024,,,,,
FY2013,1B1-KP-KP0-727,Information Trust Institute,2573,    G&C Federal Exp   (000) ,,9006,5437,3134,2634,2891,1662,,,,,
FY2013,1B1-KP-KP0-727,Information Trust Institute,2574,    G&C Illinois Exp  (000) ,,500,269,0,0,0,0,,,,,
FY2013,1B1-KP-KP0-727,Information Trust Institute,2575,    G&C Pvt & Othr Exp(000) ,,840,1074,824,784,614,361,,,,,
FY2013,1B1-KP-KP0-727,Information Trust Institute,2590,  Gifts & Endwmnt Exp (000) ,,28,38,75,30,-1,5,,,,,
FY2013,1B1-KP-KP0-727,Information Trust Institute,2594,    Gifts Exp         (000) ,,28,38,75,30,-1,5,,,,,
FY2013,1B1-KP-KP0-727,Information Trust Institute,2596,    Endowment Exp     (000) ,,0,0,0,0,0,0,,,,,
FY2013,1B1-KP-KP0-727,Information Trust Institute,2610,  SelfS/FWS/LandGr Exp(000) ,,40,95,0,2,0,0,,,,,
FY2013,1B1-KP-KP0-727,Information Trust Institute,2614,    Self-Supportng Exp(000) ,,40,95,0,0,0,0,,,,,
FY2013,1B1-KP-KP0-727,Information Trust Institute,2616,    Fed Work Study Exp(000) ,,0,0,0,2,0,0,,,,,
FY2013,1B1-KP-KP0-727,Information Trust Institute,2617,    Land Grant App Exp(000) ,,0,0,0,0,0,0,,,,,
FY2013,1B1-KP-KP0-790,Chemical Engineering Station,2000,Orig State/Tuition Bdgt(000) ,,,,,,,,,,,,
FY2013,1B1-KP-KP0-790,Chemical Engineering Station,2015,  St Budget - Constant $000 ,,,,,,,,,,,,
FY2013,1B1-KP-KP0-790,Chemical Engineering Station,2050,    Acad Salary Budget ,,,,,,,,,,,,
FY2013,1B1-KP-KP0-790,Chemical Engineering Station,2060,    Asst Salary Budget ,,,,,,,,,,,,
FY2013,1B1-KP-KP0-790,Chemical Engineering Station,2070,    Non-Ac Salaries Budget ,,,,,,,,,,,,
FY2013,1B1-KP-KP0-790,Chemical Engineering Station,2080,    Wage Budget ,,,,,,,,,,,,
FY2013,1B1-KP-KP0-790,Chemical Engineering Station,2090,    Summer Wages Budget ,,,,,,,,,,,,
FY2013,1B1-KP-KP0-790,Chemical Engineering Station,2100,    Expense & Equip Bdgt ,,,,,,,,,,,,
FY2013,1B1-KP-KP0-790,Chemical Engineering Station,2530,  State/Tuition Exp   (000) ,,,,0,,,,,0,,,
FY2013,1B1-KP-KP0-790,Chemical Engineering Station,2533,    State/TuitExp - NACUBO ,,,,,,,,,,,,
FY2013,1B1-KP-KP0-790,Chemical Engineering Station,2534,      Instruction     (000) ,,,,,,,,,,,,
FY2013,1B1-KP-KP0-790,Chemical Engineering Station,2535,      Research        (000) ,,,,,,,,,,,,
FY2013,1B1-KP-KP0-790,Chemical Engineering Station,2536,      Public Service  (000) ,,,,,,,,,,,,
FY2013,1B1-KP-KP0-790,Chemical Engineering Station,2537,      Academic Support(000) ,,,,,,,,,,,,
FY2013,1B1-KP-KP0-790,Chemical Engineering Station,2538,      Student Svcs    (000) ,,,,,,,,,,,,
FY2013,1B1-KP-KP0-790,Chemical Engineering Station,2539,      Institutl Supprt(000) ,,,,,,,,,,,,
FY2013,1B1-KP-KP0-790,Chemical Engineering Station,2540,      O&M of Plant    (000) ,,,,,,,,,,,,
FY2013,1B1-KP-KP0-790,Chemical Engineering Station,2541,      Schol&Fellwshps (000) ,,,,,,,,,,,,
FY2013,1B1-KP-KP0-790,Chemical Engineering Station,2542,      Other NACUBOs   (000) ,,,,,,,,,,,,
FY2013,1B1-KP-KP0-790,Chemical Engineering Station,2550,  Institutional Exp   (000) ,,,,0,,,,,0,,,
FY2013,1B1-KP-KP0-790,Chemical Engineering Station,2553,    ICR Direct Exp    (000) ,,,,,,,,,,,,
FY2013,1B1-KP-KP0-790,Chemical Engineering Station,2554,    Royalty/Patent Exp(000) ,,,,,,,,,,,,
FY2013,1B1-KP-KP0-790,Chemical Engineering Station,2555,    Educ/Admn Allw Exp(000) ,,,,,,,,,,,,
FY2013,1B1-KP-KP0-790,Chemical Engineering Station,2570,  Grants & Contr Exp  (000) ,,,,0,,,,,0,,,
FY2013,1B1-KP-KP0-790,Chemical Engineering Station,2573,    G&C Federal Exp   (000) ,,,,0,,,,,0,,,
FY2013,1B1-KP-KP0-790,Chemical Engineering Station,2574,    G&C Illinois Exp  (000) ,,,,0,,,,,0,,,
FY2013,1B1-KP-KP0-790,Chemical Engineering Station,2575,    G&C Pvt & Othr Exp(000) ,,,,0,,,,,0,,,
FY2013,1B1-KP-KP0-790,Chemical Engineering Station,2590,  Gifts & Endwmnt Exp (000) ,,,,0,,,,,0,,,
FY2013,1B1-KP-KP0-790,Chemical Engineering Station,2594,    Gifts Exp         (000) ,,,,0,,,,,0,,,
FY2013,1B1-KP-KP0-790,Chemical Engineering Station,2596,    Endowment Exp     (000) ,,,,0,,,,,0,,,
FY2013,1B1-KP-KP0-790,Chemical Engineering Station,2610,  SelfS/FWS/LandGr Exp(000) ,,,,0,,,,,0,,,
FY2013,1B1-KP-KP0-790,Chemical Engineering Station,2614,    Self-Supportng Exp(000) ,,,,0,,,,,0,,,
FY2013,1B1-KP-KP0-790,Chemical Engineering Station,2616,    Fed Work Study Exp(000) ,,,,0,,,,,0,,,
FY2013,1B1-KP-KP0-790,Chemical Engineering Station,2617,    Land Grant App Exp(000) ,,,,0,,,,,0,,,
FY2013,1B1-KP-KP0-855,Technology Entrepreneur Center,2000,Orig State/Tuition Bdgt(000) ,454,455,372,447,349,,,,,,,
FY2013,1B1-KP-KP0-855,Technology Entrepreneur Center,2015,  St Budget - Constant $000 ,194,200,168,206,162,,,,,,,
FY2013,1B1-KP-KP0-855,Technology Entrepreneur Center,2050,    Acad Salary Budget ,369,370,287,362,258,,,,,,,
FY2013,1B1-KP-KP0-855,Technology Entrepreneur Center,2060,    Asst Salary Budget ,18,18,18,18,37,,,,,,,
FY2013,1B1-KP-KP0-855,Technology Entrepreneur Center,2070,    Non-Ac Salaries Budget ,29,29,29,29,41,,,,,,,
FY2013,1B1-KP-KP0-855,Technology Entrepreneur Center,2080,    Wage Budget ,25,25,25,25,0,,,,,,,
FY2013,1B1-KP-KP0-855,Technology Entrepreneur Center,2090,    Summer Wages Budget ,0,0,0,0,0,,,,,,,
FY2013,1B1-KP-KP0-855,Technology Entrepreneur Center,2100,    Expense & Equip Bdgt ,13,13,13,13,13,,,,,,,
FY2013,1B1-KP-KP0-855,Technology Entrepreneur Center,2530,  State/Tuition Exp   (000) ,,496,343,437,363,0,,,,,,
FY2013,1B1-KP-KP0-855,Technology Entrepreneur Center,2533,    State/TuitExp - NACUBO ,,,,,,,,,,,,
FY2013,1B1-KP-KP0-855,Technology Entrepreneur Center,2534,      Instruction     (000) ,,0,0,0,0,,,,,,,
FY2013,1B1-KP-KP0-855,Technology Entrepreneur Center,2535,      Research        (000) ,,0,0,0,0,,,,,,,
FY2013,1B1-KP-KP0-855,Technology Entrepreneur Center,2536,      Public Service  (000) ,,0,0,0,0,,,,,,,
FY2013,1B1-KP-KP0-855,Technology Entrepreneur Center,2537,      Academic Support(000) ,,496,343,437,363,,,,,,,
FY2013,1B1-KP-KP0-855,Technology Entrepreneur Center,2538,      Student Svcs    (000) ,,0,0,0,0,,,,,,,
FY2013,1B1-KP-KP0-855,Technology Entrepreneur Center,2539,      Institutl Supprt(000) ,,0,0,0,0,,,,,,,
FY2013,1B1-KP-KP0-855,Technology Entrepreneur Center,2540,      O&M of Plant    (000) ,,0,0,0,0,,,,,,,
FY2013,1B1-KP-KP0-855,Technology Entrepreneur Center,2541,      Schol&Fellwshps (000) ,,0,0,0,0,,,,,,,
FY2013,1B1-KP-KP0-855,Technology Entrepreneur Center,2542,      Other NACUBOs   (000) ,,0,0,0,0,,,,,,,
FY2013,1B1-KP-KP0-855,Technology Entrepreneur Center,2550,  Institutional Exp   (000) ,,118,58,107,161,4,,,,,,
FY2013,1B1-KP-KP0-855,Technology Entrepreneur Center,2553,    ICR Direct Exp    (000) ,,118,58,107,161,4,,,,,,
FY2013,1B1-KP-KP0-855,Technology Entrepreneur Center,2554,    Royalty/Patent Exp(000) ,,0,0,0,0,0,,,,,,
FY2013,1B1-KP-KP0-855,Technology Entrepreneur Center,2555,    Educ/Admn Allw Exp(000) ,,0,0,0,0,0,,,,,,
FY2013,1B1-KP-KP0-855,Technology Entrepreneur Center,2570,  Grants & Contr Exp  (000) ,,62,49,64,18,0,,,,,,
FY2013,1B1-KP-KP0-855,Technology Entrepreneur Center,2573,    G&C Federal Exp   (000) ,,22,10,0,0,0,,,,,,
FY2013,1B1-KP-KP0-855,Technology Entrepreneur Center,2574,    G&C Illinois Exp  (000) ,,0,0,0,0,0,,,,,,
FY2013,1B1-KP-KP0-855,Technology Entrepreneur Center,2575,    G&C Pvt & Othr Exp(000) ,,40,40,64,18,0,,,,,,
FY2013,1B1-KP-KP0-855,Technology Entrepreneur Center,2590,  Gifts & Endwmnt Exp (000) ,,2,0,15,20,5,,,,,,
FY2013,1B1-KP-KP0-855,Technology Entrepreneur Center,2594,    Gifts Exp         (000) ,,2,0,15,20,5,,,,,,
FY2013,1B1-KP-KP0-855,Technology Entrepreneur Center,2596,    Endowment Exp     (000) ,,0,0,0,0,0,,,,,,
FY2013,1B1-KP-KP0-855,Technology Entrepreneur Center,2610,  SelfS/FWS/LandGr Exp(000) ,,26,3,28,12,0,,,,,,
FY2013,1B1-KP-KP0-855,Technology Entrepreneur Center,2614,    Self-Supportng Exp(000) ,,26,3,28,12,0,,,,,,
FY2013,1B1-KP-KP0-855,Technology Entrepreneur Center,2616,    Fed Work Study Exp(000) ,,1,0,0,0,0,,,,,,
FY2013,1B1-KP-KP0-855,Technology Entrepreneur Center,2617,    Land Grant App Exp(000) ,,0,0,0,0,0,,,,,,
FY2013,1B1-KP-KP0-917,Mechanical Science & Engr,2000,Orig State/Tuition Bdgt(000) ,9383,9062,8399,8531,8889,8599,8455,8921,8866,8710,,
FY2013,1B1-KP-KP0-917,Mechanical Science & Engr,2015,  St Budget - Constant $000 ,4008,3982,3799,3937,4140,4062,4142,4483,4625,4680,,
FY2013,1B1-KP-KP0-917,Mechanical Science & Engr,2050,    Acad Salary Budget ,8137,7816,7181,7314,7461,6971,6602,6926,6949,6839,,
FY2013,1B1-KP-KP0-917,Mechanical Science & Engr,2060,    Asst Salary Budget ,1029,1029,1000,1000,881,869,859,886,861,837,,
FY2013,1B1-KP-KP0-917,Mechanical Science & Engr,2070,    Non-Ac Salaries Budget ,175,175,175,175,421,633,690,847,823,797,,
FY2013,1B1-KP-KP0-917,Mechanical Science & Engr,2080,    Wage Budget ,28,28,28,28,28,28,58,137,137,138,,
FY2013,1B1-KP-KP0-917,Mechanical Science & Engr,2090,    Summer Wages Budget ,0,0,0,0,83,83,83,83,83,83,,
FY2013,1B1-KP-KP0-917,Mechanical Science & Engr,2100,    Expense & Equip Bdgt ,15,15,15,15,15,15,163,43,13,16,,
FY2013,1B1-KP-KP0-917,Mechanical Science & Engr,2530,  State/Tuition Exp   (000) ,,9924,9251,8906,9248,9475,9287,9927,9632,9376,,
FY2013,1B1-KP-KP0-917,Mechanical Science & Engr,2533,    State/TuitExp - NACUBO ,,,,,,,,,,,,
FY2013,1B1-KP-KP0-917,Mechanical Science & Engr,2534,      Instruction     (000) ,,9400,9006,8698,8881,9128,8858,9198,9241,9130,,
FY2013,1B1-KP-KP0-917,Mechanical Science & Engr,2535,      Research        (000) ,,32,31,46,107,143,195,282,127,125,,
FY2013,1B1-KP-KP0-917,Mechanical Science & Engr,2536,      Public Service  (000) ,,22,26,0,38,0,0,0,0,0,,
FY2013,1B1-KP-KP0-917,Mechanical Science & Engr,2537,      Academic Support(000) ,,0,0,0,0,0,0,52,53,55,,
FY2013,1B1-KP-KP0-917,Mechanical Science & Engr,2538,      Student Svcs    (000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1B1-KP-KP0-917,Mechanical Science & Engr,2539,      Institutl Supprt(000) ,,41,25,46,83,52,63,68,22,0,,
FY2013,1B1-KP-KP0-917,Mechanical Science & Engr,2540,      O&M of Plant    (000) ,,428,163,116,140,153,171,326,189,67,,
FY2013,1B1-KP-KP0-917,Mechanical Science & Engr,2541,      Schol&Fellwshps (000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1B1-KP-KP0-917,Mechanical Science & Engr,2542,      Other NACUBOs   (000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1B1-KP-KP0-917,Mechanical Science & Engr,2550,  Institutional Exp   (000) ,,2140,2050,2389,2392,2578,2598,2014,1517,1402,,
FY2013,1B1-KP-KP0-917,Mechanical Science & Engr,2553,    ICR Direct Exp    (000) ,,2123,2039,2385,2269,2567,2597,2014,1431,1400,,
FY2013,1B1-KP-KP0-917,Mechanical Science & Engr,2554,    Royalty/Patent Exp(000) ,,0,0,0,25,0,1,0,0,1,,
FY2013,1B1-KP-KP0-917,Mechanical Science & Engr,2555,    Educ/Admn Allw Exp(000) ,,17,11,4,98,11,0,0,85,0,,
FY2013,1B1-KP-KP0-917,Mechanical Science & Engr,2570,  Grants & Contr Exp  (000) ,,13304,12947,12185,11488,12745,13648,11670,8594,7040,,
FY2013,1B1-KP-KP0-917,Mechanical Science & Engr,2573,    G&C Federal Exp   (000) ,,10885,11524,11264,10643,10736,11589,10032,7257,5589,,
FY2013,1B1-KP-KP0-917,Mechanical Science & Engr,2574,    G&C Illinois Exp  (000) ,,257,209,186,-135,830,880,693,231,184,,
FY2013,1B1-KP-KP0-917,Mechanical Science & Engr,2575,    G&C Pvt & Othr Exp(000) ,,2162,1214,736,980,1179,1180,945,1106,1267,,
FY2013,1B1-KP-KP0-917,Mechanical Science & Engr,2590,  Gifts & Endwmnt Exp (000) ,,3031,2975,2989,3150,3723,2630,2359,3100,2472,,
FY2013,1B1-KP-KP0-917,Mechanical Science & Engr,2594,    Gifts Exp         (000) ,,2985,2950,2942,3104,3652,2598,2374,3119,2476,,
FY2013,1B1-KP-KP0-917,Mechanical Science & Engr,2596,    Endowment Exp     (000) ,,46,26,48,46,71,32,-15,-19,-4,,
FY2013,1B1-KP-KP0-917,Mechanical Science & Engr,2610,  SelfS/FWS/LandGr Exp(000) ,,80,99,139,224,281,359,218,110,165,,
FY2013,1B1-KP-KP0-917,Mechanical Science & Engr,2614,    Self-Supportng Exp(000) ,,80,99,139,222,278,356,216,108,165,,
FY2013,1B1-KP-KP0-917,Mechanical Science & Engr,2616,    Fed Work Study Exp(000) ,,0,0,0,2,2,3,1,2,0,,
FY2013,1B1-KP-KP0-917,Mechanical Science & Engr,2617,    Land Grant App Exp(000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1B1-KP-KP0-919,Materials Science & Engr,2000,Orig State/Tuition Bdgt(000) ,4460,4089,3900,4023,3941,4224,4038,3887,3793,3735,,
FY2013,1B1-KP-KP0-919,Materials Science & Engr,2015,  St Budget - Constant $000 ,1905,1796,1764,1856,1836,1995,1979,1953,1979,2007,,
FY2013,1B1-KP-KP0-919,Materials Science & Engr,2050,    Acad Salary Budget ,3989,3618,3436,3512,3529,3724,3459,3302,3219,3172,,
FY2013,1B1-KP-KP0-919,Materials Science & Engr,2060,    Asst Salary Budget ,257,257,250,250,198,195,190,185,180,175,,
FY2013,1B1-KP-KP0-919,Materials Science & Engr,2070,    Non-Ac Salaries Budget ,214,214,214,214,214,230,225,219,212,207,,
FY2013,1B1-KP-KP0-919,Materials Science & Engr,2080,    Wage Budget ,0,0,0,0,0,20,20,20,20,20,,
FY2013,1B1-KP-KP0-919,Materials Science & Engr,2090,    Summer Wages Budget ,0,0,0,0,0,0,0,0,0,0,,
FY2013,1B1-KP-KP0-919,Materials Science & Engr,2100,    Expense & Equip Bdgt ,0,0,0,47,0,55,144,161,161,161,,
FY2013,1B1-KP-KP0-919,Materials Science & Engr,2530,  State/Tuition Exp   (000) ,,4184,4088,4226,4344,4326,4323,3952,3763,3805,,
FY2013,1B1-KP-KP0-919,Materials Science & Engr,2533,    State/TuitExp - NACUBO ,,,,,,,,,,,,
FY2013,1B1-KP-KP0-919,Materials Science & Engr,2534,      Instruction     (000) ,,4184,4088,4226,4344,4326,4323,3952,3763,3805,,
FY2013,1B1-KP-KP0-919,Materials Science & Engr,2535,      Research        (000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1B1-KP-KP0-919,Materials Science & Engr,2536,      Public Service  (000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1B1-KP-KP0-919,Materials Science & Engr,2537,      Academic Support(000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1B1-KP-KP0-919,Materials Science & Engr,2538,      Student Svcs    (000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1B1-KP-KP0-919,Materials Science & Engr,2539,      Institutl Supprt(000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1B1-KP-KP0-919,Materials Science & Engr,2540,      O&M of Plant    (000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1B1-KP-KP0-919,Materials Science & Engr,2541,      Schol&Fellwshps (000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1B1-KP-KP0-919,Materials Science & Engr,2542,      Other NACUBOs   (000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1B1-KP-KP0-919,Materials Science & Engr,2550,  Institutional Exp   (000) ,,949,563,1594,888,902,746,1450,516,590,,
